0,1,2,3,4,5,6,7,8,9
3.110734399617945e-05,0.018243029249134117,0.22111100112484358,0.9749733225777842,0.00013716563345213622,0.0,0.013305066444857214,0.004937962804276904,0.0,0.0016459876014256348
0.001012118790183578,0.030179055920771105,0.9230523366474233,0.27801312120952776,0.0,0.00030483894869465765,0.2630760127234895,0.023472599049488636,0.0,0.003353228435641234
0.0008431796532826008,0.022456754853154594,0.9755588587457908,0.21652054470916554,0.00018713962377628828,0.00018713962377628828,0.027883803942666954,0.010479818931472144,0.0,0.003368513227973189
0.0005615803397034343,0.004383292090424496,0.9900661388971547,0.14050443555306155,0.0,0.0,0.0026299752542546973,0.00015939243965179984,0.0,0.0010360508577366989
0.0003997374387763246,0.003350621438167685,0.9641667023284951,0.24489996693516533,0.0,0.00010153398297477833,0.10153398297477834,0.009239592450704829,0.0,0.0008122718637982267
0.0008646402007716044,0.0224862361686603,0.939863898238734,0.33030457723423984,0.0003038680563332473,0.0003038680563332473,0.0224862361686603,0.08082890298464379,0.0,0.0030386805633324733
0.0005062105240852923,0.013719884964184144,0.9516757852803495,0.30345157332548456,0.0,0.00016141041134334287,0.04471068394210597,0.006295006042390371,0.0,0.0017755145247767715
0.0003366333427113251,0.016353095265169055,0.9429099929344216,0.3319204336068009,0.00011850069032731199,0.00011850069032731199,0.020856121497606912,0.0067545393486567835,0.0,0.0011850069032731199
0.00053012659423033,0.03223893550603433,0.9192395143953922,0.37268209444975686,0.00021492623670689553,0.00021492623670689553,0.10251981490918917,0.0674868383259652,0.0,0.0015044836569482688
0.0008139170167944561,0.008435931949567134,0.992164843527325,0.12098118878261571,0.0,9.924625823020156e-05,0.022826639392946362,0.019452266613119506,0.0,0.0010917088405322172
0.0033162054143309476,0.015330082285506775,0.9981778297136152,0.05184668278581505,0.00017224811556749184,0.00017224811556749184,0.02583721733512378,0.006028684044862215,0.0,0.0017224811556749186
0.0004214393078062505,0.012606134843699967,0.9520313963343199,0.30294955970125775,0.0,0.00013410781748616986,0.034733924728917995,0.02212778988521803,0.0,0.0016092938098340383
0.0002071234728257018,0.023134681556226864,0.5343785598903107,0.8406687100713424,0.0003258405852989699,0.0003258405852989699,0.08276350866593836,0.017595391606144376,0.0,0.004561768194185579
0.002353469293816381,0.046413500991165674,0.9437411868203687,0.3265230508325866,0.0008142719472134329,0.0008142719472134329,0.01954252673312239,0.008956991419347762,0.0,0.010585535313774628
0.00014370310822503992,0.005241716532576247,0.7698175507615388,0.6381789878411581,0.0,0.0001191299211949147,0.008815614168423688,0.001667818896728806,0.0,0.0007147795271694882
0.0013484696170625201,0.018794041068126967,0.9951705773921398,0.09631946047415071,0.0,0.00013051417408421507,0.0003915425222526452,0.0,0.0,0.0016966842630947957
0.0001505692263319275,0.036155362238894595,0.41481821854446027,0.8893573479299518,0.0,0.00032281573427584456,0.18852438881709324,0.010007287762551182,0.0,0.004519420279861824
0.0007154537737766827,0.02311732643434832,0.9544153342180948,0.29370012822305386,0.0,0.0,0.047555642950659394,0.0050637953141905835,0.0,0.0030823101912464423
0.0014743917866954477,0.03299131602197213,0.9863681052992544,0.16110357969853545,0.0,0.0,0.0028897503084939096,0.001204062628539129,0.0,0.004816250514156516
0.0013528868350312848,0.007701653968376673,0.9159043873161797,0.4010784412762314,0.0,0.0005924349206443595,0.005924349206443595,0.009478958730309753,0.0,0.008294088889021034
0.0002465943570956289,0.02512559896618456,0.8196796429858703,0.5720376093397087,0.0,0.00017209314360400383,0.016004662355172356,0.00017209314360400383,0.0,0.003269769728476073
0.001778173145377649,0.05575627659235001,0.9210936893056222,0.38509001699783074,0.0,0.0007434170212313334,0.007434170212313335,0.0,0.0,0.011151255318470001
0.0032324839752941076,0.005546905645088774,0.9956050643905849,0.03973132415551959,0.0,0.0,0.08449356273332899,0.003095947336793734,0.0,0.001418975862697128
0.0001443374092531127,0.003511738695302878,0.9752878743232827,0.21971128114964397,3.251609903058221e-05,3.251609903058221e-05,0.015835340227893534,0.01664824270365809,0.0,0.0004877414854587331
0.0011762669574781153,0.025440013271924678,0.9715965068769233,0.17511209135508154,0.00021200011059937233,0.00021200011059937233,0.15582008129053865,0.02014001050694037,0.00042400022119874466,0.0012720006635962339
0.0016640672345808309,0.0,0.9934481390447559,0.11416526256202489,0.00019123159558128122,0.0,0.004207095102788187,0.0011473895734876872,0.0,0.0022947791469753744
0.0008280312058424398,0.05496467774977412,0.8785411093988287,0.4741262040041491,0.0004468672987786514,0.0004468672987786514,0.01295915166458089,0.0,0.0,0.013406018963359542
0.0004361365973703268,0.00501653426667829,0.9948275786017151,0.10126296161321399,4.439410855467514e-05,4.439410855467514e-05,0.005327293026561017,0.0031075875988272597,0.0,0.0007103057368748022
0.0008633135835762698,0.02926212708376495,0.937558551763829,0.25422936010374986,0.0002340970166701196,0.0,0.2340970166701196,0.026218865867053395,0.0,0.0023409701667011958
0.0006980978605612081,0.003785991744246945,0.982921787670181,0.18381642675516202,0.0001305514394567912,0.0,0.007441432049037099,0.001305514394567912,0.0,0.0020888230313086593
0.0009002379471503616,0.003282459531732179,0.9983638833897511,0.04232846070570914,3.8168134089909055e-05,0.0,0.03816813408990906,0.0030152825931028153,0.0,0.0006106901454385449
0.0006754240881219583,0.013700106242137024,0.9847683204818152,0.1707244008635537,0.0001170949251464703,0.0001170949251464703,0.023536079954440528,0.018383903247995836,0.0,0.0021077086526364655
0.024322759741789025,0.10189557032139233,0.924264870187983,0.03911143103245362,0.0010292481850645689,0.0,0.3643538575128574,0.02058496370129138,0.0,0.007204737295451983
0.0003780926705834556,0.007251810884096834,0.9902247042638614,0.13189231045451116,5.035979780622801e-05,5.035979780622801e-05,0.0416979125835568,0.016366934287024106,0.0,0.0003525185846435961
